DataNo;Date;Time;Millisecond;Urms-1;Urms-2;Urms-3;Urms-SIGMA;Irms-1;Irms-2;Irms-3;Irms-SIGMA;P-1;P-2;P-3;P-SIGMA;FreqU-1;FreqI-1;Q-1;Q-2;Q-3;Q-SIGMA;S-1;S-2;S-3;S-SIGMA;PF-1;PF-2;PF-3;PF-SIGMA;Uthd-1;Uthd-2;Uthd-3;Ithd-1;Ithd-2;Ithd-3;CfU-1;CfU-2;CfU-3;CfI-1;CfI-2;CfI-3;Idc-1;Idc-2;Idc-3;I(k)-1-Total;I(k)-2-Total;I(k)-3-Total;U(k)-1-Total;U(k)-2-Total;U(k)-3-Total;U(k)-1-500
59;2025/08/20;13:55:16;736;246,133 ;245,999 ;245,877 ;246,003 ;0,28506E+03;0,28667E+03;0,29114E+03;0,28762E+03;35,876E+03;36,358E+03;36,872E+03;109,106E+03;57,023 ;57,015 ;60,298E+03;60,424E+03;61,359E+03;182,081E+03;70,164E+03;70,519E+03;71,585E+03;212,268E+03;0,51132 ;0,51558 ;0,51508 ;0,51400 ;39,948 ;40,013 ;39,756 ;16,805 ;16,880 ;16,747 ;1,597 ;1,594 ;1,599 ;1,800 ;1,786 ;1,791 ;0,00003E+03;-0,00041E+03;0,00027E+03;0,28670E+03;0,28501E+03;0,29115E+03;240,234 ;239,790 ;240,316 ;NAN
60;2025/08/20;13:55:17;235;246,340 ;246,205 ;246,102 ;246,216 ;0,28574E+03;0,28705E+03;0,29115E+03;0,28798E+03;35,883E+03;36,440E+03;36,810E+03;109,133E+03;57,025 ;57,023 ;60,557E+03;60,554E+03;61,475E+03;182,586E+03;70,389E+03;70,673E+03;71,653E+03;212,716E+03;0,50977 ;0,51562 ;0,51373 ;0,51305 ;39,784 ;39,744 ;40,319 ;16,381 ;16,850 ;17,079 ;1,608 ;1,601 ;1,596 ;1,803 ;1,793 ;1,808 ;0,00040E+03;0,00017E+03;-0,00042E+03;0,29157E+03;0,28786E+03;0,28724E+03;241,423 ;240,994 ;239,652 ;NAN
61;2025/08/20;13:55:17;736;246,427 ;246,296 ;246,193 ;246,305 ;0,28354E+03;0,28570E+03;0,28910E+03;0,28611E+03;35,674E+03;36,405E+03;36,800E+03;108,879E+03;57,022 ;57,037 ;60,078E+03;60,218E+03;60,923E+03;181,219E+03;69,871E+03;70,368E+03;71,175E+03;211,414E+03;0,51057 ;0,51736 ;0,51704 ;0,51501 ;39,757 ;39,790 ;39,587 ;16,833 ;16,346 ;17,015 ;1,596 ;1,603 ;1,607 ;1,834 ;1,814 ;1,808 ;-0,00053E+03;-0,00008E+03;0,00063E+03;0,28749E+03;0,29518E+03;0,29011E+03;240,669 ;241,222 ;240,896 ;NAN
62;2025/08/20;13:55:18;234;246,407 ;246,263 ;246,166 ;246,279 ;0,28498E+03;0,28700E+03;0,29054E+03;0,28751E+03;35,773E+03;36,460E+03;36,864E+03;109,097E+03;57,024 ;57,028 ;60,426E+03;60,547E+03;61,288E+03;182,261E+03;70,221E+03;70,677E+03;71,521E+03;212,419E+03;0,50944 ;0,51586 ;0,51543 ;0,51359 ;39,996 ;39,827 ;39,314 ;16,656 ;16,796 ;16,742 ;1,596 ;1,611 ;1,599 ;1,799 ;1,801 ;1,798 ;0,00137E+03;-0,00081E+03;-0,00087E+03;0,28524E+03;0,28498E+03;0,28843E+03;239,887 ;239,973 ;239,935 ;NAN
63;2025/08/20;13:55:18;736;246,095 ;245,968 ;245,855 ;245,973 ;0,28256E+03;0,28463E+03;0,28821E+03;0,28513E+03;35,719E+03;36,397E+03;36,806E+03;108,922E+03;57,021 ;57,032 ;59,662E+03;59,804E+03;60,549E+03;180,016E+03;69,537E+03;70,009E+03;70,858E+03;210,405E+03;0,51366 ;0,51989 ;0,51944 ;0,51768 ;40,050 ;39,879 ;39,735 ;16,677 ;16,821 ;16,936 ;1,596 ;1,596 ;1,604 ;1,799 ;1,795 ;1,786 ;0,00039E+03;0,00037E+03;0,00048E+03;0,28530E+03;0,28618E+03;0,28756E+03;240,201 ;240,987 ;239,883 ;NAN
64;2025/08/20;13:55:19;236;246,153 ;246,048 ;245,928 ;246,043 ;0,28480E+03;0,28693E+03;0,29037E+03;0,28737E+03;35,701E+03;36,417E+03;36,798E+03;108,916E+03;57,026 ;57,023 ;60,333E+03;60,481E+03;61,200E+03;182,014E+03;70,104E+03;70,599E+03;71,411E+03;212,114E+03;0,50925 ;0,51584 ;0,51530 ;0,51348 ;39,683 ;40,096 ;39,882 ;16,602 ;16,941 ;17,300 ;1,600 ;1,594 ;1,592 ;1,824 ;1,793 ;1,802 ;-0,00077E+03;0,00012E+03;-0,00025E+03;0,28455E+03;0,28250E+03;0,28288E+03;239,754 ;239,448 ;239,774 ;NAN
65;2025/08/20;13:55:19;736;246,048 ;245,966 ;245,844 ;245,953 ;0,28466E+03;0,28708E+03;0,29094E+03;0,28756E+03;35,768E+03;36,415E+03;36,938E+03;109,121E+03;57,023 ;57,033 ;60,219E+03;60,499E+03;61,251E+03;181,969E+03;70,041E+03;70,613E+03;71,527E+03;212,180E+03;0,51067 ;0,51570 ;0,51642 ;0,51428 ;40,020 ;39,785 ;40,051 ;17,143 ;16,606 ;17,010 ;1,597 ;1,608 ;1,601 ;1,833 ;1,823 ;1,829 ;0,00083E+03;0,00015E+03;0,00012E+03;0,27585E+03;0,28237E+03;0,28131E+03;239,307 ;240,183 ;239,334 ;NAN
66;2025/08/20;13:55:20;234;245,872 ;245,730 ;245,661 ;245,754 ;0,28316E+03;0,28468E+03;0,28895E+03;0,28560E+03;35,856E+03;36,380E+03;36,854E+03;109,090E+03;57,023 ;57,036 ;59,678E+03;59,750E+03;60,669E+03;180,097E+03;69,621E+03;69,954E+03;70,985E+03;210,560E+03;0,51502 ;0,52005 ;0,51917 ;0,51809 ;39,930 ;40,158 ;39,848 ;16,921 ;16,745 ;16,932 ;1,601 ;1,592 ;1,611 ;1,857 ;1,814 ;1,821 ;0,00158E+03;-0,00043E+03;0,00065E+03;0,27995E+03;0,28356E+03;0,28470E+03;240,770 ;239,537 ;240,510 ;NAN
67;2025/08/20;13:55:20;737;245,967 ;245,837 ;245,720 ;245,841 ;0,28357E+03;0,28500E+03;0,28895E+03;0,28584E+03;35,855E+03;36,443E+03;36,803E+03;109,101E+03;57,019 ;57,021 ;59,827E+03;59,840E+03;60,718E+03;180,384E+03;69,748E+03;70,064E+03;71,001E+03;210,813E+03;0,51407 ;0,52014 ;0,51835 ;0,51753 ;39,991 ;39,922 ;39,528 ;16,421 ;16,703 ;16,849 ;1,597 ;1,598 ;1,599 ;1,826 ;1,789 ;1,795 ;-0,00071E+03;0,00014E+03;-0,00121E+03;0,29296E+03;0,29070E+03;0,29197E+03;240,592 ;240,674 ;240,174 ;NAN
68;2025/08/20;13:55:21;234;246,018 ;245,919 ;245,787 ;245,908 ;0,28626E+03;0,28848E+03;0,29188E+03;0,28887E+03;36,256E+03;36,995E+03;37,390E+03;110,641E+03;57,020 ;57,021 ;60,377E+03;60,533E+03;61,226E+03;182,136E+03;70,426E+03;70,943E+03;71,740E+03;213,109E+03;0,51481 ;0,52148 ;0,52119 ;0,51918 ;39,941 ;39,657 ;39,862 ;16,883 ;16,330 ;16,917 ;1,604 ;1,616 ;1,597 ;1,789 ;1,788 ;1,781 ;0,00195E+03;0,00030E+03;0,00012E+03;0,28391E+03;0,29388E+03;0,29233E+03;239,856 ;240,212 ;239,373 ;NAN
69;2025/08/20;13:55:21;736;245,561 ;245,415 ;245,307 ;245,428 ;0,28591E+03;0,28740E+03;0,29114E+03;0,28815E+03;36,829E+03;37,462E+03;37,799E+03;112,090E+03;57,013 ;57,016 ;59,773E+03;59,762E+03;60,596E+03;180,131E+03;70,208E+03;70,533E+03;71,419E+03;212,160E+03;0,52457 ;0,53112 ;0,52926 ;0,52833 ;39,116 ;39,727 ;39,919 ;16,896 ;16,607 ;16,885 ;1,595 ;1,596 ;1,592 ;1,787 ;1,774 ;1,758 ;-0,00001E+03;-0,00062E+03;0,00063E+03;0,27979E+03;0,28803E+03;0,28629E+03;239,769 ;240,075 ;239,251 ;NAN
70;2025/08/20;13:55:22;236;245,652 ;245,512 ;245,410 ;245,525 ;0,28769E+03;0,28955E+03;0,29325E+03;0,29017E+03;37,119E+03;37,786E+03;38,195E+03;113,101E+03;57,020 ;57,023 ;60,139E+03;60,215E+03;60,994E+03;181,348E+03;70,672E+03;71,089E+03;71,967E+03;213,727E+03;0,52523 ;0,53154 ;0,53073 ;0,52918 ;39,729 ;39,875 ;39,758 ;16,737 ;16,509 ;16,760 ;1,595 ;1,592 ;1,607 ;1,804 ;1,794 ;1,784 ;-0,00088E+03;-0,00101E+03;-0,00087E+03;0,28650E+03;0,29027E+03;0,29274E+03;240,117 ;239,439 ;239,531 ;NAN
71;2025/08/20;13:55:22;737;245,692 ;245,555 ;245,428 ;245,559 ;0,29004E+03;0,29207E+03;0,29581E+03;0,29264E+03;37,344E+03;38,005E+03;38,431E+03;113,780E+03;57,020 ;57,016 ;60,693E+03;60,822E+03;61,594E+03;183,109E+03;71,261E+03;71,720E+03;72,600E+03;215,581E+03;0,52404 ;0,52991 ;0,52935 ;0,52778 ;39,709 ;39,932 ;39,784 ;16,802 ;16,841 ;16,680 ;1,613 ;1,597 ;1,614 ;1,785 ;1,770 ;1,762 ;0,00148E+03;0,00077E+03;0,00046E+03;0,28497E+03;0,28760E+03;0,29103E+03;238,844 ;239,175 ;239,049 ;NAN
72;2025/08/20;13:55:23;237;245,453 ;245,314 ;245,183 ;245,317 ;0,28804E+03;0,29007E+03;0,29329E+03;0,29047E+03;37,317E+03;38,073E+03;38,394E+03;113,785E+03;57,024 ;57,012 ;60,050E+03;60,115E+03;60,802E+03;180,966E+03;70,701E+03;71,157E+03;71,909E+03;213,767E+03;0,52782 ;0,53506 ;0,53393 ;0,53228 ;39,731 ;39,856 ;39,763 ;16,694 ;16,546 ;16,967 ;1,607 ;1,602 ;1,607 ;1,798 ;1,781 ;1,794 ;0,00134E+03;0,00168E+03;0,00006E+03;0,28906E+03;0,29427E+03;0,29072E+03;240,202 ;239,362 ;239,572 ;NAN
73;2025/08/20;13:55:23;737;245,530 ;245,392 ;245,300 ;245,408 ;0,28705E+03;0,28925E+03;0,29316E+03;0,28982E+03;37,226E+03;37,860E+03;38,384E+03;113,469E+03;57,023 ;57,031 ;59,848E+03;60,041E+03;60,812E+03;180,701E+03;70,481E+03;70,981E+03;71,912E+03;213,374E+03;0,52817 ;0,53338 ;0,53376 ;0,53179 ;39,693 ;39,638 ;39,719 ;16,764 ;16,499 ;16,804 ;1,596 ;1,610 ;1,592 ;1,792 ;1,791 ;1,790 ;-0,00063E+03;-0,00182E+03;0,00002E+03;0,28907E+03;0,29713E+03;0,29688E+03;239,744 ;240,829 ;239,263 ;NAN
74;2025/08/20;13:55:24;237;245,789 ;245,628 ;245,532 ;245,650 ;0,28982E+03;0,29155E+03;0,29564E+03;0,29234E+03;37,263E+03;37,857E+03;38,327E+03;113,446E+03;57,029 ;57,031 ;60,711E+03;60,790E+03;61,645E+03;183,145E+03;71,234E+03;71,614E+03;72,588E+03;215,436E+03;0,52310 ;0,52862 ;0,52801 ;0,52659 ;39,740 ;39,702 ;39,821 ;16,871 ;16,565 ;16,667 ;1,603 ;1,594 ;1,603 ;1,791 ;1,781 ;1,780 ;0,00044E+03;0,00034E+03;0,00006E+03;0,28443E+03;0,28988E+03;0,29321E+03;238,699 ;239,107 ;238,522 ;NAN
75;2025/08/20;13:55:24;736;245,577 ;245,400 ;245,279 ;245,419 ;0,28957E+03;0,29134E+03;0,29515E+03;0,29202E+03;37,388E+03;38,015E+03;38,425E+03;113,829E+03;57,024 ;57,005 ;60,491E+03;60,551E+03;61,354E+03;182,396E+03;71,113E+03;71,495E+03;72,394E+03;215,002E+03;0,52576 ;0,53172 ;0,53078 ;0,52943 ;39,306 ;39,815 ;39,697 ;16,652 ;16,705 ;16,914 ;1,612 ;1,598 ;1,599 ;1,816 ;1,797 ;1,795 ;-0,00112E+03;0,00015E+03;-0,00073E+03;0,28458E+03;0,28826E+03;0,28886E+03;239,377 ;239,398 ;239,482 ;NAN
76;2025/08/20;13:55:25;236;245,387 ;245,277 ;245,155 ;245,273 ;0,28685E+03;0,28878E+03;0,29231E+03;0,28931E+03;37,196E+03;37,901E+03;38,272E+03;113,369E+03;57,025 ;57,024 ;59,758E+03;59,838E+03;60,585E+03;180,181E+03;70,389E+03;70,831E+03;71,661E+03;212,881E+03;0,52843 ;0,53508 ;0,53408 ;0,53255 ;40,446 ;40,020 ;39,791 ;16,860 ;16,513 ;17,002 ;1,597 ;1,604 ;1,599 ;1,817 ;1,796 ;1,796 ;0,00107E+03;0,00020E+03;0,00018E+03;0,28922E+03;0,29353E+03;0,29258E+03;239,700 ;240,597 ;240,296 ;NAN
77;2025/08/20;13:55:25;736;245,569 ;245,475 ;245,351 ;245,465 ;0,28735E+03;0,28925E+03;0,29317E+03;0,28992E+03;37,142E+03;37,768E+03;38,218E+03;113,128E+03;57,024 ;57,029 ;59,999E+03;60,124E+03;60,937E+03;181,060E+03;70,565E+03;71,003E+03;71,930E+03;213,498E+03;0,52635 ;0,53193 ;0,53133 ;0,52988 ;39,759 ;39,755 ;39,755 ;16,964 ;16,360 ;16,787 ;1,606 ;1,595 ;1,597 ;1,837 ;1,805 ;1,806 ;0,00060E+03;-0,00074E+03;-0,00029E+03;0,28848E+03;0,29876E+03;0,29942E+03;239,694 ;240,447 ;239,287 ;NAN
78;2025/08/20;13:55:26;236;245,722 ;245,602 ;245,471 ;245,599 ;0,28958E+03;0,29115E+03;0,29498E+03;0,29191E+03;37,220E+03;37,866E+03;38,225E+03;113,311E+03;57,027 ;57,022 ;60,647E+03;60,659E+03;61,499E+03;182,805E+03;71,157E+03;71,508E+03;72,410E+03;215,076E+03;0,52306 ;0,52954 ;0,52789 ;0,52684 ;39,671 ;39,916 ;39,709 ;16,766 ;16,773 ;16,619 ;1,610 ;1,595 ;1,610 ;1,821 ;1,790 ;1,792 ;0,00071E+03;0,00054E+03;0,00163E+03;0,28726E+03;0,29056E+03;0,29408E+03;239,192 ;239,514 ;238,612 ;NAN
79;2025/08/20;13:55:26;736;245,528 ;245,350 ;245,275 ;245,385 ;0,28891E+03;0,29065E+03;0,29473E+03;0,29143E+03;37,285E+03;37,871E+03;38,349E+03;113,506E+03;57,025 ;57,028 ;60,346E+03;60,423E+03;61,280E+03;182,049E+03;70,936E+03;71,310E+03;72,290E+03;214,536E+03;0,52562 ;0,53108 ;0,53049 ;0,52908 ;39,334 ;39,542 ;39,512 ;16,822 ;16,663 ;17,053 ;1,600 ;1,606 ;1,597 ;1,797 ;1,788 ;1,784 ;0,00162E+03;-0,00038E+03;-0,00079E+03;0,28278E+03;0,28969E+03;0,28837E+03;238,913 ;239,633 ;239,705 ;NAN
80;2025/08/20;13:55:27;236;245,477 ;245,342 ;245,244 ;245,354 ;0,28662E+03;0,28815E+03;0,29287E+03;0,28921E+03;37,201E+03;37,657E+03;38,232E+03;113,090E+03;57,024 ;57,029 ;59,719E+03;59,832E+03;60,803E+03;180,354E+03;70,358E+03;70,696E+03;71,824E+03;212,879E+03;0,52874 ;0,53266 ;0,53230 ;0,53124 ;39,607 ;39,681 ;40,063 ;17,121 ;16,438 ;16,865 ;1,597 ;1,607 ;1,601 ;1,813 ;1,780 ;1,776 ;0,00059E+03;-0,00061E+03;-0,00081E+03;0,28528E+03;0,29617E+03;0,29513E+03;239,916 ;240,075 ;240,094 ;NAN
81;2025/08/20;13:55:27;736;245,775 ;245,655 ;245,522 ;245,651 ;0,28953E+03;0,29136E+03;0,29473E+03;0,29187E+03;37,139E+03;37,871E+03;38,176E+03;113,187E+03;57,026 ;57,022 ;60,697E+03;60,733E+03;61,474E+03;182,904E+03;71,158E+03;71,573E+03;72,363E+03;215,095E+03;0,52193 ;0,52912 ;0,52757 ;0,52622 ;39,452 ;39,976 ;39,758 ;16,999 ;16,849 ;16,699 ;1,601 ;1,614 ;1,600 ;1,815 ;1,786 ;1,775 ;-0,00000E+03;0,00061E+03;0,00011E+03;0,28432E+03;0,28961E+03;0,29531E+03;239,762 ;238,974 ;238,867 ;NAN
82;2025/08/20;13:55:28;236;245,534 ;245,445 ;245,335 ;245,438 ;0,28842E+03;0,29057E+03;0,29465E+03;0,29121E+03;37,184E+03;37,801E+03;38,328E+03;113,312E+03;57,026 ;57,030 ;60,271E+03;60,476E+03;61,292E+03;182,039E+03;70,818E+03;71,318E+03;72,289E+03;214,425E+03;0,52506 ;0,53004 ;0,53020 ;0,52845 ;39,716 ;39,972 ;40,021 ;17,060 ;16,721 ;16,908 ;1,601 ;1,608 ;1,600 ;1,800 ;1,787 ;1,769 ;-0,00035E+03;-0,00035E+03;-0,00035E+03;0,27871E+03;0,28636E+03;0,28744E+03;239,217 ;238,938 ;239,223 ;NAN
83;2025/08/20;13:55:28;736;245,473 ;245,365 ;245,242 ;245,360 ;0,28728E+03;0,28903E+03;0,29278E+03;0,28970E+03;37,129E+03;37,781E+03;38,160E+03;113,071E+03;57,024 ;57,027 ;59,953E+03;60,016E+03;60,823E+03;180,792E+03;70,519E+03;70,918E+03;71,802E+03;213,240E+03;0,52651 ;0,53274 ;0,53146 ;0,53025 ;39,726 ;38,788 ;39,985 ;16,936 ;16,556 ;16,737 ;1,601 ;1,601 ;1,594 ;1,783 ;1,775 ;1,770 ;-0,00006E+03;0,00054E+03;0,00077E+03;0,28450E+03;0,29016E+03;0,29525E+03;239,376 ;240,061 ;239,560 ;NAN
84;2025/08/20;13:55:29;236;245,681 ;245,550 ;245,433 ;245,555 ;0,28806E+03;0,28980E+03;0,29353E+03;0,29046E+03;37,077E+03;37,737E+03;38,111E+03;112,925E+03;57,023 ;57,025 ;60,282E+03;60,330E+03;61,135E+03;181,746E+03;70,771E+03;71,160E+03;72,041E+03;213,972E+03;0,52390 ;0,53031 ;0,52902 ;0,52775 ;39,605 ;39,929 ;39,814 ;16,813 ;16,729 ;16,458 ;1,601 ;1,599 ;1,612 ;1,792 ;1,778 ;1,795 ;0,00132E+03;-0,00042E+03;-0,00024E+03;0,28857E+03;0,28914E+03;0,29714E+03;240,281 ;239,395 ;239,763 ;NAN
85;2025/08/20;13:55:29;739;245,717 ;245,572 ;245,475 ;245,588 ;0,28947E+03;0,29207E+03;0,29554E+03;0,29236E+03;37,028E+03;37,771E+03;38,265E+03;113,064E+03;57,030 ;57,031 ;60,730E+03;60,972E+03;61,635E+03;183,337E+03;71,128E+03;71,724E+03;72,547E+03;215,398E+03;0,52058 ;0,52661 ;0,52745 ;0,52490 ;39,791 ;40,026 ;39,664 ;17,207 ;16,821 ;16,997 ;1,607 ;1,595 ;1,617 ;1,808 ;1,787 ;1,778 ;-0,00005E+03;-0,00038E+03;0,00086E+03;0,28076E+03;0,28956E+03;0,28879E+03;238,990 ;239,007 ;239,488 ;NAN
86;2025/08/20;13:55:30;237;245,394 ;245,279 ;245,149 ;245,274 ;0,28640E+03;0,28894E+03;0,29256E+03;0,28930E+03;37,065E+03;37,763E+03;38,278E+03;113,107E+03;57,020 ;57,020 ;59,712E+03;59,971E+03;60,653E+03;180,337E+03;70,281E+03;70,870E+03;71,722E+03;212,873E+03;0,52739 ;0,53285 ;0,53370 ;0,53133 ;39,821 ;39,680 ;39,814 ;17,167 ;16,498 ;16,781 ;1,603 ;1,589 ;1,603 ;1,805 ;1,800 ;1,788 ;0,00103E+03;-0,00005E+03;-0,00129E+03;0,28051E+03;0,29023E+03;0,29463E+03;239,615 ;240,191 ;239,991 ;NAN
87;2025/08/20;13:55:30;736;245,607 ;245,510 ;245,398 ;245,505 ;0,28699E+03;0,28871E+03;0,29347E+03;0,28972E+03;37,083E+03;37,539E+03;38,149E+03;112,770E+03;57,027 ;57,024 ;59,944E+03;60,126E+03;61,082E+03;181,152E+03;70,487E+03;70,882E+03;72,016E+03;213,385E+03;0,52610 ;0,52959 ;0,52973 ;0,52848 ;39,919 ;39,721 ;39,586 ;16,693 ;16,729 ;16,517 ;1,597 ;1,610 ;1,593 ;1,815 ;1,805 ;1,795 ;0,00013E+03;-0,00038E+03;0,00025E+03;0,29340E+03;0,29151E+03;0,30129E+03;239,656 ;240,162 ;240,519 ;NAN
88;2025/08/20;13:55:31;236;245,736 ;245,613 ;245,491 ;245,613 ;0,28899E+03;0,29113E+03;0,29519E+03;0,29177E+03;37,098E+03;37,709E+03;38,228E+03;113,035E+03;57,025 ;57,022 ;60,555E+03;60,755E+03;61,563E+03;182,873E+03;71,015E+03;71,506E+03;72,466E+03;214,988E+03;0,52239 ;0,52735 ;0,52753 ;0,52578 ;39,678 ;39,993 ;39,715 ;16,658 ;16,643 ;16,898 ;1,617 ;1,600 ;1,600 ;1,801 ;1,789 ;1,804 ;-0,00005E+03;-0,00008E+03;0,00004E+03;0,28632E+03;0,29128E+03;0,29174E+03;239,203 ;239,696 ;238,980 ;NAN
89;2025/08/20;13:55:31;735;245,606 ;245,476 ;245,358 ;245,480 ;0,28864E+03;0,29059E+03;0,29469E+03;0,29131E+03;37,121E+03;37,704E+03;38,208E+03;113,033E+03;57,028 ;57,018 ;60,395E+03;60,553E+03;61,386E+03;182,333E+03;70,891E+03;71,332E+03;72,305E+03;214,528E+03;0,52364 ;0,52858 ;0,52842 ;0,52689 ;39,782 ;39,029 ;39,733 ;17,150 ;16,555 ;16,692 ;1,602 ;1,604 ;1,595 ;1,802 ;1,790 ;1,775 ;0,00111E+03;0,00050E+03;0,00059E+03;0,27882E+03;0,28601E+03;0,29407E+03;238,767 ;239,435 ;238,844 ;NAN
90;2025/08/20;13:55:32;234;245,522 ;245,375 ;245,264 ;245,387 ;0,28639E+03;0,28796E+03;0,29233E+03;0,28889E+03;36,969E+03;37,479E+03;37,973E+03;112,421E+03;57,023 ;57,021 ;59,811E+03;59,899E+03;60,818E+03;180,528E+03;70,314E+03;70,658E+03;71,699E+03;212,672E+03;0,52577 ;0,53043 ;0,52962 ;0,52861 ;40,090 ;39,990 ;39,617 ;16,653 ;16,788 ;16,615 ;1,591 ;1,601 ;1,606 ;1,805 ;1,781 ;1,787 ;0,00019E+03;0,00125E+03;-0,00035E+03;0,29052E+03;0,28838E+03;0,29773E+03;240,148 ;240,081 ;240,281 ;NAN
91;2025/08/20;13:55:32;737;245,893 ;245,725 ;245,626 ;245,748 ;0,28676E+03;0,28876E+03;0,29216E+03;0,28923E+03;36,506E+03;37,229E+03;37,605E+03;111,340E+03;57,031 ;57,028 ;60,325E+03;60,405E+03;61,122E+03;181,852E+03;70,511E+03;70,956E+03;71,763E+03;213,231E+03;0,51774 ;0,52467 ;0,52401 ;0,52215 ;39,882 ;39,829 ;39,835 ;16,564 ;16,747 ;16,800 ;1,603 ;1,602 ;1,610 ;1,817 ;1,811 ;1,817 ;-0,00020E+03;-0,00132E+03;-0,00029E+03;0,29365E+03;0,29345E+03;0,29640E+03;239,288 ;240,063 ;240,102 ;NAN
